id,asn_dn,brand,country,delivered_to_client_date,delivery_recorded_date,dosage,dosage_form,first_line_designation,freight_cost,fulfill_via,item_description,line_item_insurance,line_item_quantity,line_item_value,managed_by,manufacturing_site,molecule_test_type,pack_price,po_sent_to_vendor_date,po_so,pq,pq_first_sent_to_client_date,product_group,project_code,scheduled_delivery_date,shipment_mode,sub_classification,unit_of_measure,unit_price,vendor,vendor_inco_term,weight
86427,DN-2449,Generic,CÃte dIvoire,05-Dec-11,05-Dec-11,600mg,Tablet,Yes,3526.27,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",49.66,7132,30097.04,PMO - US,"Strides, Bangalore, India.",Efavirenz,4.22,N/A - From RDC,SO-40120,FPQ-7659,05-03-11,ARV,104-CI-T30,30-Dec-11,Air,Adult,30,0.14,SCMS from RDC,N/A - From RDC,434
85293,DN-2810,Generic,Guyana,29-Aug-12,29-Aug-12,15mg,Capsule,Yes,931.34,From RDC,"Stavudine 15mg, capsules, 60 Caps",0.05,25,33.0,PMO - US,"Aurobindo Unit III, India",Stavudine,1.32,N/A - From RDC,SO-42790,FPQ-10252,07-05-12,ARV,105-GY-T30,30-Sep-12,Air,Adult,60,0.02,SCMS from RDC,N/A - From RDC,5
46106,ASN-16786,Uni-Gold,South Sudan,08-Feb-13,08-Feb-13,MIssing,Test kit,Yes,3088.04,Direct Drop,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",26.78,597,19104.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,6/20/12,SCMS-147621,FPQ-9807,5/18/12,HRDT,105-SS-T30,08-Feb-13,Air,HIV test,20,1.6,"Trinity Biotech, Plc",EXW,209
9815,ASN-2997,Generic,Zimbabwe,22-Jan-09,22-Jan-09,MIssing,Test kit - Ancillary,No,See ASN-2997 (ID#:5860),Direct Drop,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0.03,1396,13.96,PMO - US,Inverness Japan,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0.01,06-12-08,SCMS-25300,Pre-PQ Process,Pre-PQ Process,HRDT,113-ZW-T01,22-Jan-09,Air,HIV test - Ancillary,100,0.0,"Orgenics, Ltd",EXW,See ASN-2997 (ID#:5860)
85917,DN-2923,Generic,Nigeria,06-Nov-12,06-Nov-12,600/300/300mg,Tablet - FDC,Yes,15459.09,From RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",1049.37,56404,748481.08,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,13.27,N/A - From RDC,SO-43431,FPQ-9968,5/23/12,ARV,151-NG-T30,15-Nov-12,Air,Adult,30,0.44,SCMS from RDC,N/A - From RDC,6886
52068,ASN-29764,Epivir,South Africa,10-Dec-14,10-Dec-14,150mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",11.9,983,10106.64,PMO - US,GSK Cape Town Factory (South Africa),Lamivudine,10.28,12-10-14,SCMS-267020,FPQ-15269,10/29/14,ARV,116-ZA-T30,10-Dec-14,Truck,Adult,60,0.17,S. BUYS WHOLESALER,DDP,Weight Captured Separately
82558,DN-3039,Generic,Nigeria,21-Feb-13,21-Feb-13,600/200/300mg,Tablet - FDC,Yes,37242.5,From RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",2015.57,105014,1437641.66,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,13.69,N/A - From RDC,SO-43048,FPQ-10477,08-09-12,ARV,151-NG-T30,15-Mar-13,Air Charter,Adult,30,0.46,SCMS from RDC,N/A - From RDC,13392
84532,DN-1662,Generic,CÃte dIvoire,01-Mar-10,01-Mar-10,10mg/ml,Oral suspension,No,See DN-1662 (ID#:83981),From RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",5.39,1431,2747.52,PMO - US,"Aurobindo Unit III, India",Nevirapine,1.92,N/A - From RDC,SO-34410,FPQ-4378,10/15/09,ARV,104-CI-T30,09-Mar-10,Air,Pediatric,240,0.01,SCMS from RDC,N/A - From RDC,See DN-1662 (ID#:83981)
30724,ASN-28037,Generic,South Africa,29-Aug-14,29-Aug-14,150mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Lamivudine 150mg, tablets, 60 Tabs",6.81,564,5502.98,PMO - US,Hetero Unit III Hyderabad IN,Lamivudine,9.76,8/29/14,SCMS-199289,FPQ-12522,07-11-13,ARV,116-ZA-T30,29-Aug-14,Truck,Adult,60,0.16,S. BUYS WHOLESALER,DDP,Weight Captured Separately
39441,ASN-15274,Generic,Zambia,26-Jun-12,26-Jun-12,60/100/12mg,Chewable/dispersible tablet - FDC,Yes,25383.34,Direct Drop,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",422,70000,301000.0,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,4.3,1/27/12,SCMS-134320,FPQ-9074,12/22/11,ARV,110-ZM-T30,26-Jun-12,Air,Pediatric,60,0.07,CIPLA LIMITED,EXW,5999
12729,DN-426,Generic,Mozambique,29-Nov-07,29-Nov-07,600mg,Tablet,No,See DN-426 (ID#:10633),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",741.23,37300,463266.0,PMO - US,"Cipla, Goa, India",Efavirenz,12.42,N/A - From RDC,SO-1038,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,29-Nov-07,Air,Adult,30,0.41,SCMS from RDC,N/A - From RDC,See DN-426 (ID#:10633)
12500,DN-682,Generic,Haiti,21-Mar-08,21-Mar-08,30mg,Capsule,No,See DN-682 (ID#:10963),From RDC,"Stavudine 30mg, capsules, 60 Caps",18.9,7770,11810.4,PMO - US,"Aurobindo Unit III, India",Stavudine,1.52,N/A - From RDC,SO-2042,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,21-Mar-08,Air,Adult,60,0.03,SCMS from RDC,N/A - From RDC,See DN-682 (ID#:10963)
1618,ASN-1368,Uni-Gold,Mozambique,27-Mar-08,27-Mar-08,MIssing,Test kit,Yes,55746.59,Direct Drop,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",460.8,9000,288000.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,2/19/08,SCMS-17800,Pre-PQ Process,Pre-PQ Process,HRDT,111-MZ-T01,27-Mar-08,Air,HIV test,20,1.6,"Trinity Biotech, Plc",EXW,9000
4190,ASN-1252,Zerit,South Africa,24-Jan-07,24-Jan-08,30mg,Capsule,Yes,Freight Included in Commodity Cost,Direct Drop,"Stavudine 30mg [Zerit], capsules, 60 Caps",7.67,800,4792.0,PMO - US,"BMS Meymac, France",Stavudine,5.99,11-12-07,SCMS-14050,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,29-Jan-08,MIssing,Adult,60,0.1,"JSI R&T INSTITUTE, INC.",DDP,Weight Captured Separately
12873,DN-1166,Generic,Nigeria,08-May-09,08-May-09,200mg,Capsule,No,See DN-1166 (ID#:12271),From RDC,"Efavirenz 200mg, capsule, 90 Caps",33.86,1132,17274.32,PMO - US,"Aurobindo Unit III, India",Efavirenz,15.26,N/A - From RDC,SO-22830,Pre-PQ Process,Pre-PQ Process,ARV,123-NG-T01,08-May-09,Air Charter,Pediatric,90,0.17,SCMS from RDC,N/A - From RDC,See DN-1166 (ID#:12271)
5894,ASN-2339,Generic,Vietnam,03-Sep-08,03-Sep-08,150mg,Tablet,Yes,6609.02,Direct Drop,"Lamivudine 150mg, tablets, 60 Tabs",61.29,15960,38304.0,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.4,07-01-08,SCMS-26170,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,03-Sep-08,Air,Adult,60,0.04,Aurobindo Pharma Limited,EXW,755
85492,DN-3873,Generic,Mozambique,13-Jan-15,21-Jan-15,150/300mg,Tablet - FDC,Yes,5073.25,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",177.7,26512,172858.24,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,6.52,N/A - From RDC,SO-47055,FPQ-13124,10/21/13,ARV,111-MZ-T30,01-Feb-15,Truck,Adult,60,0.11,SCMS from RDC,N/A - From RDC,2381
84443,DN-4098,Generic,Nigeria,14-Jan-15,20-Jan-15,150/300/200mg,Tablet - FDC,Yes,116593,From RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2666.54,335999,2593912.28,PMO - US,Mylan (formerly Matrix) Nashik,Lamivudine/Nevirapine/Zidovudine,7.72,N/A - From RDC,SO-48893,FPQ-14156,4/25/14,ARV,151-NG-T30,30-Jan-15,Air Charter,Adult,60,0.13,SCMS from RDC,N/A - From RDC,47693
51063,ASN-9113,Generic,South Africa,01-Feb-11,01-Feb-11,600mg,Tablet,Yes,Freight Included in Commodity Cost,Direct Drop,"Efavirenz 600mg, tablets, 30 Tabs",93.07,9572,43169.72,PMO - US,"Aurobindo Unit III, India",Efavirenz,4.51,6/17/10,SCMS-75660,FPQ-5648,06-02-10,ARV,161-ZA-T30,12-Oct-10,Ocean,Adult,30,0.15,Aurobindo Pharma Limited,DDP,Weight Captured Separately
85796,DN-2381,Generic,Guyana,05-Oct-11,05-Oct-11,150mg,Tablet,Yes,1002.59,From RDC,"Lamivudine 150mg, tablets, 60 Tabs",2.68,696,1621.68,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.33,N/A - From RDC,SO-40450,FPQ-8024,8/19/11,ARV,105-GY-T30,15-Dec-11,Air,Adult,60,0.04,SCMS from RDC,N/A - From RDC,33
46156,ASN-14645,Determine,Tanzania,25-May-12,25-May-12,MIssing,Test kit,Yes,24596.33,Direct Drop,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",328.18,2926,234080.0,PMO - US,"Alere Medical Co., Ltd.","HIV 1/2, Determine Complete HIV Kit",80.0,2/17/12,SCMS-136930,FPQ-9211,1/25/12,HRDT,109-TZ-T30,25-May-12,Air,HIV test,100,0.8,"Orgenics, Ltd",EXW,1394
86334,DN-2008,Generic,Tanzania,10-Sep-10,10-Sep-10,600mg,Tablet,No,See DN-2008 (ID#:84038),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",428.56,44669,198777.05,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz,4.45,N/A - From RDC,SO-37300,FPQ-6226,8/16/10,ARV,109-TZ-T30,30-Sep-10,Air,Adult,30,0.15,SCMS from RDC,N/A - From RDC,See DN-2008 (ID#:84038)
58652,ASN-10063,Determine,Haiti,06-Apr-11,06-Apr-11,MIssing,Test kit,Yes,1011.6,Direct Drop,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",5.32,33,3223.44,PMO - US,Inverness Japan,"HIV 1/2, Determine HIV Kit, without Lancets",97.68,02-02-11,SCMS-98550,FPQ-6823,12/14/10,HRDT,152-HT-T30,06-Apr-11,Air,HIV test,100,0.98,"Orgenics, Ltd",EXW,8
12913,DN-1427,Generic,CÃte dIvoire,25-Sep-09,25-Sep-09,150mg,Tablet,No,See DN-1427 (ID#:11683),From RDC,"Lamivudine 150mg, tablets, 60 Tabs",27.88,5830,14225.2,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.44,N/A - From RDC,SO-33230,Pre-PQ Process,Date Not Captured,ARV,104-CI-T01,25-Sep-09,Air,Adult,60,0.04,SCMS from RDC,N/A - From RDC,See DN-1427 (ID#:11683)
83571,DN-2557,Generic,CÃte dIvoire,24-Feb-12,24-Feb-12,600/200/300mg,Tablet - FDC,Yes,4646.13,From RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",167.47,7140,119452.2,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,16.73,N/A - From RDC,SO-41151,FPQ-8787,11-11-11,ARV,104-CI-T30,16-Apr-12,Air,Adult,30,0.56,SCMS from RDC,N/A - From RDC,779
83604,DN-2754,Generic,CÃte dIvoire,31-Jul-12,31-Jul-12,150/300/200mg,Tablet - FDC,No,See DN-2754 (ID#:82491),From RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",275.07,20000,196200.0,PMO - US,"Strides, Bangalore, India.",Lamivudine/Nevirapine/Zidovudine,9.81,N/A - From RDC,SO-41191,FPQ-8790,11-11-11,ARV,104-CI-T30,31-Jul-12,Air,Adult,60,0.16,SCMS from RDC,N/A - From RDC,See DN-2754 (ID#:82491)
5044,ASN-3637,Generic,South Africa,22-Jan-09,22-Jan-09,50mg,Capsule,No,Freight Included in Commodity Cost,Direct Drop,"Efavirenz 50mg, capsule, 30 Caps",3,500,1530.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,3.06,Date Not Captured,SCMS-41080,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,26-May-09,Air,Pediatric,30,0.1,S. BUYS WHOLESALER,DDP,Weight Captured Separately
85282,DN-2755,Generic,CÃte dIvoire,31-Jul-12,31-Jul-12,20mg/ml,Oral solution,Yes,2641.45,From RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",10.66,608,7600.0,PMO - US,"Aurobindo Unit III, India",Abacavir,12.5,N/A - From RDC,SO-41351,FPQ-9063,12/21/11,ARV,104-CI-T30,31-Jul-12,Truck,Pediatric,240,0.05,SCMS from RDC,N/A - From RDC,223
33360,ASN-18767,Prezista,Haiti,02-Apr-13,02-Apr-13,300mg,Tablet,Yes,240,Direct Drop,"Darunavir 300mg [Prezista], tablets, 120 Tabs",9.89,120,7992.0,PMO - US,"Janssen Ortho LLC, Puerto Rico",Darunavir,66.6,2/27/13,SCMS-178730,FPQ-11433,1/31/13,ARV,106-HT-T30,02-Apr-13,Air,Adult,120,0.55,ETHNOR DEL ISTMO S.A.,CIP,26
12711,DN-332,Generic,Ethiopia,04-Sep-07,04-Sep-07,10mg/ml,Oral suspension,No,See DN-332 (ID#:10613),From RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",102.53,10336,64083.2,PMO - US,"Aurobindo Unit III, India",Nevirapine,6.2,N/A - From RDC,SO-914,Pre-PQ Process,Pre-PQ Process,ARV,117-ET-T01,04-Sep-07,MIssing,Pediatric,240,0.03,SCMS from RDC,N/A - From RDC,See DN-332 (ID#:10613)
30363,ASN-31321,Determine,South Sudan,03-Jun-15,05-Jun-15,MIssing,Test kit,Yes,Invoiced Separately,Direct Drop,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",9.43,90,8010.0,PMO - US,"Alere Medical Co., Ltd.","HIV 1/2, Determine Complete HIV Kit",89.0,2/20/15,SCMS-272160,FPQ-15569,12/29/14,HRDT,105-SS-T30,03-Jun-15,Air,HIV test,100,0.89,"Orgenics, Ltd",EXW,Weight Captured Separately
48690,ASN-18922,Generic,Haiti,25-Apr-13,25-Apr-13,10mg/ml,Oral solution,Yes,5754.16,Direct Drop,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",3.65,2064,2951.52,PMO - US,"Aurobindo Unit III, India",Lamivudine,1.43,03-11-13,SCMS-177181,FPQ-11442,1/30/13,ARV,106-HT-T30,25-Apr-13,Air,Pediatric,240,0.01,Aurobindo Pharma Limited,EXW,751
84004,DN-1834,Generic,Uganda,19-May-10,19-May-10,150/200/30mg,Tablet - FDC,Yes,6637.05,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",102.75,7800,47658.0,PMO - US,"Strides, Bangalore, India.",Lamivudine/Nevirapine/Stavudine,6.11,N/A - From RDC,SO-36270,FPQ-5275,03-04-10,ARV,114-UG-T30,31-May-10,Air,Adult,60,0.1,SCMS from RDC,N/A - From RDC,580
9565,ASN-1526,Zerit,South Africa,21-Jan-08,21-Jan-08,30mg,Capsule,Yes,Freight Included in Commodity Cost,Direct Drop,"Stavudine 30mg [Zerit], capsules, 60 Caps",22.92,2500,14325.0,PMO - US,"BMS Meymac, France",Stavudine,5.73,01-04-08,SCMS-16600,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,21-Jan-08,MIssing,Adult,60,0.1,"JSI R&T INSTITUTE, INC.",DDP,Weight Captured Separately
21590,ASN-8019,Videx,CÃte dIvoire,08-Sep-10,08-Sep-10,25mg,Chewable/dispersible tablet,No,See ASN-8019 (ID#:14694),Direct Drop,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",6.26,415,2905.0,PMO - US,"BMS Meymac, France",Didanosine,7.0,08-02-10,SCMS-80900,FPQ-6024,7/19/10,ARV,104-CI-T30,08-Sep-10,Air,Pediatric,60,0.12,BRISTOL-MYERS SQUIBB,CIP,See ASN-8019 (ID#:14694)
12375,DN-224,Generic,Zambia,09-Jul-07,09-Jul-07,20mg/ml,Oral solution,Yes,874.57,From RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",12.04,350,7525.0,PMO - US,"Aurobindo Unit III, India",Abacavir,21.5,N/A - From RDC,SO-621,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,09-Jul-07,MIssing,Pediatric,240,0.09,SCMS from RDC,N/A - From RDC,124
84777,DN-2973,Generic,Zambia,07-Jan-13,07-Jan-13,150mg,Tablet,Yes,14050.13,From RDC,"Lamivudine 150mg, tablets, 60 Tabs",219.88,70647,156836.34,PMO - US,Hetero Unit III Hyderabad IN,Lamivudine,2.22,N/A - From RDC,SO-43150,FPQ-10530,8/21/12,ARV,110-ZM-T30,09-Jan-13,Truck,Adult,60,0.04,SCMS from RDC,N/A - From RDC,4067
10534,DN-4,Viracept,Zambia,02-Feb-07,02-Feb-07,250mg,Tablet,Yes,1218.91,From RDC,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",MIssing,228,17948.16,PMO - US,Roche Madrid,Nelfinavir (as mesilate),78.72,N/A - From RDC,SO-220,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,02-Feb-07,MIssing,Adult,270,0.29,SCMS from RDC,N/A - From RDC,60
83433,DN-1851,Generic,CÃte dIvoire,07-Jun-10,07-Jun-10,300mg,Tablet,Yes,3250.13,From RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",42.04,2552,19497.28,PMO - US,"Cipla, Goa, India",Tenofovir Disoproxil Fumarate,7.64,N/A - From RDC,SO-36820,FPQ-5619,05-02-10,ARV,104-CI-T30,03-Jun-10,Air,Adult,30,0.25,SCMS from RDC,N/A - From RDC,182
11679,DN-1398,Generic,CÃte dIvoire,08-Sep-09,08-Sep-09,600mg,Tablet,Yes,6037.19,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",201.39,15000,102750.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,6.85,N/A - From RDC,SO-32240,Pre-PQ Process,Date Not Captured,ARV,104-CI-T01,08-Sep-09,Air,Adult,30,0.23,SCMS from RDC,N/A - From RDC,1582
10665,DN-539,Generic,CÃte dIvoire,28-Dec-07,28-Dec-07,10mg/ml,Oral suspension,Yes,1301,From RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",1.46,475,912.0,PMO - US,"Aurobindo Unit III, India",Nevirapine,1.92,N/A - From RDC,SO-1144,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,28-Dec-07,Air,Pediatric,240,0.01,SCMS from RDC,N/A - From RDC,170
12628,DN-39,Generic,Zambia,28-Mar-07,28-Mar-07,600mg,Tablet,Yes,3807.29,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",MIssing,16033,260536.25,PMO - US,"Aurobindo Unit III, India",Efavirenz,16.25,N/A - From RDC,SO-203,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,28-Mar-07,MIssing,Adult,30,0.54,SCMS from RDC,N/A - From RDC,536
83382,DN-1550,Generic,Uganda,25-Nov-09,25-Nov-09,300/300mg,Tablet - FDC,Yes,5254.17,From RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",73.7,3760,37600.0,PMO - US,Mylan (formerly Matrix) Nashik,Lamivudine/Tenofovir Disoproxil Fumarate,10.0,N/A - From RDC,SO-34610,FPQ-4470,8/17/09,ARV,114-UG-T30,30-Nov-09,Air,Adult,30,0.33,SCMS from RDC,N/A - From RDC,315
84686,DN-2451,Generic,Nigeria,18-Dec-11,18-Dec-11,600mg,Tablet,Yes,15322.73,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",110.03,15802,66684.44,PMO - US,"Strides, Bangalore, India.",Efavirenz,4.22,N/A - From RDC,SO-40728,FPQ-7812,06-06-11,ARV,151-NG-T30,20-Dec-11,Air Charter,Adult,30,0.14,SCMS from RDC,N/A - From RDC,1086
82536,DN-2975,Generic,Zimbabwe,13-Dec-12,13-Dec-12,150/300/200mg,Tablet - FDC,Yes,10075.8,From RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",190.15,15120,135626.4,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Zidovudine,8.97,N/A - From RDC,SO-43221,FPQ-10632,09-11-12,ARV,113-ZW-T30,21-Dec-12,Truck,Adult,60,0.15,SCMS from RDC,N/A - From RDC,5754
60084,ASN-26148,Generic,Zimbabwe,14-Jun-14,16-Jun-14,200mg,Tablet,Yes,84791.1,Direct Drop,"Nevirapine 200mg, tablets, 60 Tabs",193.98,85000,188700.0,PMO - US,"Cipla, Goa, India",Nevirapine,2.22,05-12-14,SCMS-234730,FPQ-13939,04-01-14,ARV,113-ZW-T30,14-Jun-14,Air Charter,Adult,60,0.04,CIPLA LIMITED,EXW,11125
12005,DN-1405,Generic,Zambia,22-Sep-09,22-Sep-09,150/200/30mg,Tablet - FDC,Yes,6759.28,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",732.38,52481,373664.72,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.12,N/A - From RDC,SO-32480,Pre-PQ Process,Date Not Captured,ARV,110-ZM-T01,22-Sep-09,Truck,Adult,60,0.12,SCMS from RDC,N/A - From RDC,5586
83876,DN-4089,Generic,Tanzania,27-Jan-15,03-Feb-15,30/60mg,Chewable/dispersible tablet - FDC,Yes,7061.2,From RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",41.12,20000,40000.0,PMO - US,"Cipla, Goa, India",Lamivudine/Zidovudine,2.0,N/A - From RDC,SO-48921,FPQ-14135,4/24/14,ARV,109-TZ-T30,25-Feb-15,Truck,Pediatric,60,0.03,SCMS from RDC,N/A - From RDC,1386
84480,DN-4316,Generic,Zambia,25-Aug-15,03-Sep-15,600/300/300mg,Tablet - FDC,Yes,Freight Included in Commodity Cost,From RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",527.2,51335,512836.65,PMO - US,"Aurobindo Unit VII, IN",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,9.99,N/A - From RDC,SO-49600,FPQ-14784,08-12-14,ARV,110-ZM-T30,31-Aug-15,Truck,Adult,30,0.33,SCMS from RDC,N/A - From RDC,85128
83432,DN-1849,Generic,Haiti,09-Jun-10,09-Jun-10,300mg,Tablet,Yes,6438.37,From RDC,"Zidovudine 300mg, tablets, 60 Tabs",39.17,2520,18169.2,PMO - US,"Aurobindo Unit III, India",Zidovudine,7.21,N/A - From RDC,SO-36750,FPQ-5523,4/19/10,ARV,106-HT-T30,30-Jun-10,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,145
85880,DN-2766,Generic,Nigeria,24-Jul-12,24-Jul-12,300mg,Tablet,Yes,16532.5,From RDC,"Abacavir 300mg, tablets, 60 Tabs",110.84,6100,79056.0,PMO - US,Mylan (formerly Matrix) Nashik,Abacavir,12.96,N/A - From RDC,SO-42801,FPQ-9432,03-01-12,ARV,151-NG-T30,02-Aug-12,Air Charter,Adult,60,0.22,SCMS from RDC,N/A - From RDC,681
5046,ASN-3752,Viread,South Africa,21-Nov-08,21-Nov-08,300mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",17.29,500,8820.0,PMO - US,"Aspen-OSD, Port Elizabeth, SA",Tenofovir Disoproxil Fumarate,17.64,Date Not Captured,SCMS-41140,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,31-Mar-09,Air,Adult,30,0.59,S. BUYS WHOLESALER,DDP,Weight Captured Separately
12670,DN-242,Generic,CÃte dIvoire,21-Aug-07,21-Aug-07,300mg,Tablet,No,See DN-242 (ID#:12077),From RDC,"Abacavir 300mg, tablets, 60 Tabs",183.3,3200,114560.0,PMO - US,"Aurobindo Unit III, India",Abacavir,35.8,N/A - From RDC,SO-774,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,21-Aug-07,Air,Adult,60,0.6,SCMS from RDC,N/A - From RDC,See DN-242 (ID#:12077)
82837,DN-1311,Generic,Nigeria,04-Aug-09,04-Aug-09,150mg,Tablet,Yes,7445.8,From RDC,"Lamivudine 150mg, tablets, 60 Tabs",0.24,50,122.0,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.44,N/A - From RDC,SO-32270,FPQ-3815,5/26/09,ARV,154-NG-T30,30-Jul-09,Air Charter,Adult,60,0.04,SCMS from RDC,N/A - From RDC,112
86445,DN-2504,Generic,"Congo, DRC",03-Apr-12,03-Apr-12,300mg,Tablet,No,See DN-2504 (ID#:83559),From RDC,"Zidovudine 300mg, tablets, 60 Tabs",1.63,166,1165.32,PMO - US,Hetero Unit III Hyderabad IN,Zidovudine,7.02,N/A - From RDC,SO-41140,FPQ-8840,11/21/11,ARV,101-CD-T30,16-Mar-12,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,See DN-2504 (ID#:83559)
63073,ASN-24393,Videx,Zimbabwe,13-Mar-14,13-Mar-14,25mg,Chewable/dispersible tablet,Yes,3584.08,Direct Drop,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",8.78,1014,7098.0,PMO - US,Bristol-Myers Squibb Anagni IT,Didanosine,7.0,4/25/13,SCMS-186840,FPQ-12094,4/19/13,ARV,103-ZW-T30,13-Mar-14,Air,Pediatric,60,0.12,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),FCA,247
86615,DN-3373,Generic,"Congo, DRC",27-Jan-14,04-Mar-14,300/300mg,Tablet - FDC,No,See DN-3373 (ID#:82613),From RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",2.97,510,2397.0,PMO - US,"Aurobindo Unit VII, IN",Lamivudine/Tenofovir Disoproxil Fumarate,4.7,N/A - From RDC,SO-45021,FPQ-12033,04-08-13,ARV,101-CD-T30,31-Oct-13,Air,Adult,30,0.16,SCMS from RDC,N/A - From RDC,See DN-3373 (ID#:82613)
5034,ASN-3575,Generic,South Africa,01-Dec-08,01-Dec-08,30mg,Capsule,No,Freight Included in Commodity Cost,Direct Drop,"Stavudine 30mg, capsules, 60 Caps",6.54,1325,3339.0,PMO - US,"Aurobindo Unit III, India",Stavudine,2.52,Date Not Captured,SCMS-40790,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,24-Mar-09,Air,Adult,60,0.04,S. BUYS WHOLESALER,DDP,Weight Captured Separately
