id,asn_dn,brand,country,delivered_to_client_date,delivery_recorded_date,dosage,dosage_form,first_line_designation,freight_cost,fulfill_via,item_description,line_item_insurance,line_item_quantity,line_item_value,managed_by,manufacturing_site,molecule_test_type,pack_price,po_sent_to_vendor_date,po_so,pq,pq_first_sent_to_client_date,product_group,project_code,scheduled_delivery_date,shipment_mode,sub_classification,unit_of_measure,unit_price,vendor,vendor_inco_term,weight
48319,ASN-23875,Generic,South Africa,13-Jan-14,13-Jan-14,200mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Nevirapine 200mg, tablets, 60 Tabs",5.11,275,4974.52,PMO - US,"Cipla, Goa, India",Nevirapine,18.09,12-02-13,SCMS-215410,FPQ-13214,11/14/13,ARV,116-ZA-T30,13-Jan-14,Truck,Adult,60,0.3,S. BUYS WHOLESALER,DDP,Weight Captured Separately
36710,ASN-19207,Uni-Gold,Malawi,03-May-13,03-May-13,MIssing,Test kit,Yes,1136.31,Direct Drop,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",3.72,94,3008.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,3/14/13,SCMS-179340,FPQ-11638,2/22/13,HRDT,102-MW-T30,03-May-13,Air,HIV test,20,1.6,"Trinity Biotech, Plc",EXW,32
23,ASN-57,Generic,Nigeria,28-Sep-06,28-Sep-06,10mg/ml,Oral solution,Yes,5920.42,Direct Drop,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",MIssing,416,2225.6,PMO - US,"Aurobindo Unit III, India",Zidovudine,5.35,Date Not Captured,SCMS-87,Pre-PQ Process,Pre-PQ Process,ARV,112-NG-T01,28-Sep-06,Air,Pediatric,240,0.02,Aurobindo Pharma Limited,EXW,504
11600,DN-1054,Generic,Mozambique,26-Feb-09,26-Feb-09,150/200/30mg,Tablet - FDC,Yes,7199.72,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1311.47,92933,669117.6,PMO - US,"Strides, Bangalore, India.",Lamivudine/Nevirapine/Stavudine,7.2,N/A - From RDC,SO-15082,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,26-Feb-09,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,7011
40033,ASN-31156,Generic,Uganda,08-Apr-15,08-Apr-15,100/25mg,Tablet,Yes,1488.99,Direct Drop,"Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs",40.22,4250,34170.0,PMO - US,"Aurobindo Unit III, India",Lopinavir/Ritonavir,8.04,11/25/14,SCMS-264940,FPQ-15303,11-11-14,ARV,114-UG-T30,08-Apr-15,Air,Pediatric,60,0.13,Aurobindo Pharma Limited,EXW,424
86414,DN-2376,Generic,Nigeria,28-Sep-11,28-Sep-11,600/200/300mg,Tablet - FDC,Yes,18495.9,From RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",78.52,2389,47588.88,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,19.92,N/A - From RDC,SO-38920,FPQ-7217,2/21/11,ARV,151-NG-T30,15-Jun-11,Air Charter,Adult,30,0.66,SCMS from RDC,N/A - From RDC,277
85358,DN-3133,Generic,Mozambique,26-Jul-13,26-Jul-13,10mg/ml,Oral solution,No,See DN-3133 (ID#:84254),From RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",34.16,13150,27615.0,PMO - US,"Aurobindo Unit III, India",Zidovudine,2.1,N/A - From RDC,SO-43820,FPQ-11033,11-12-12,ARV,111-MZ-T30,21-Jul-13,Truck,Pediatric,240,0.01,SCMS from RDC,N/A - From RDC,See DN-3133 (ID#:84254)
86403,DN-2322,Generic,Zambia,29-Aug-11,29-Aug-11,200mg,Tablet,No,See DN-2322 (ID#:82973),From RDC,"Nevirapine 200mg, tablets, 60 Tabs",103.54,25000,62750.0,PMO - US,Mylan (formerly Matrix) Nashik,Nevirapine,2.51,N/A - From RDC,SO-38741,FPQ-7085,02-03-11,ARV,110-ZM-T30,29-Sep-11,Truck,Adult,60,0.04,SCMS from RDC,N/A - From RDC,See DN-2322 (ID#:82973)
65165,ASN-12626,Generic,South Africa,06-Dec-11,06-Dec-11,10mg/ml,Oral solution,Yes,Freight Included in Commodity Cost,Direct Drop,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",136.1,40040,82482.4,PMO - US,"Cipla, Goa, India",Lamivudine,2.06,3/28/11,SCMS-103810,FPQ-7175,03-10-11,ARV,161-ZA-T30,07-Dec-11,Ocean,Pediatric,240,0.01,CIPLA LIMITED,DDP,Weight Captured Separately
13608,ASN-14973,Intelence,Uganda,21-May-12,21-May-12,100mg,Tablet,Yes,199,Direct Drop,"Etravirine 100mg [Intelence], tablets, 120 Tabs",12.72,121,9075.0,PMO - US,"Janssen-Cilag, Latina, IT",Etravirine,75.0,4/17/12,SCMS-143480,FPQ-9365,3/15/12,ARV,114-UG-T30,21-May-12,Air,Adult,120,0.62,ASPEN PHARMACARE,DDP,43
83997,DN-1784,Generic,Nigeria,18-May-10,18-May-10,300mg,Tablet,Yes,9736.1,From RDC,"Zidovudine 300mg, tablets, 60 Tabs",160.47,9924,74430.0,PMO - US,"Aurobindo Unit III, India",Zidovudine,7.5,N/A - From RDC,SO-35090,FPQ-4537,11-06-09,ARV,151-NG-T30,31-May-10,Air Charter,Adult,60,0.12,SCMS from RDC,N/A - From RDC,544
660,ASN-2767,Generic,Vietnam,27-Nov-08,27-Nov-08,600mg,Tablet,Yes,4686.88,Direct Drop,"Efavirenz 600mg, tablets, 30 Tabs",335.54,16800,171192.0,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz,10.19,7/24/08,SCMS-27360,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,27-Nov-08,Air,Adult,30,0.34,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),EXW,1224
83555,DN-2495,Generic,"Congo, DRC",14-Feb-12,14-Feb-12,600mg,Tablet,Yes,912.36,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",0.17,30,123.6,PMO - US,"Strides, Bangalore, India.",Efavirenz,4.12,N/A - From RDC,SO-41133,FPQ-8840,11/21/11,ARV,101-CD-T30,16-Mar-12,Air,Adult,30,0.14,SCMS from RDC,N/A - From RDC,55
82880,DN-1777,Generic,Nigeria,18-May-10,18-May-10,150/300mg+600mg,Tablet - FDC + co-blister,Yes,9736.1,From RDC,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",50.63,854,23485.0,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine+Efavirenz,27.5,N/A - From RDC,SO-35110,FPQ-4537,11-06-09,ARV,151-NG-T30,31-Mar-10,Air Charter,Adult,90,0.31,SCMS from RDC,N/A - From RDC,142
62107,ASN-14875,Generic,Vietnam,05-Jun-12,05-Jun-12,10mg/ml,Oral solution,No,See ASN-14875 (ID#:35053),Direct Drop,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.78,300,555.0,PMO - US,"Aurobindo Unit III, India",Lamivudine,1.85,1/18/12,SCMS-131650,FPQ-9001,12/15/11,ARV,108-VN-T30,05-Jun-12,Air,Pediatric,240,0.01,Aurobindo Pharma Limited,EXW,See ASN-14875 (ID#:35053)
12894,DN-1296,Crixivan,Nigeria,16-Jun-09,16-Jun-09,400mg,Capsule,No,See DN-1296 (ID#:10779),From RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",39.2,400,20000.0,PMO - US,"MSD, Haarlem, NL",Indinavir,50.0,N/A - From RDC,SO-24481,Pre-PQ Process,Pre-PQ Process,ARV,123-NG-T01,16-Jun-09,Air Charter,Adult,180,0.28,SCMS from RDC,N/A - From RDC,See DN-1296 (ID#:10779)
11385,DN-100,Generic,Rwanda,14-May-07,14-May-07,40mg,Capsule,No,See DN-100 (ID#:10823),From RDC,"Stavudine 40mg, capsules, 60 Caps",MIssing,306,651.78,PMO - US,"Strides, Bangalore, India.",Stavudine,2.13,N/A - From RDC,SO-481,Pre-PQ Process,Pre-PQ Process,ARV,107-RW-T01,14-May-07,Air,Adult,60,0.04,SCMS from RDC,N/A - From RDC,See DN-100 (ID#:10823)
57266,ASN-16494,Uni-Gold,Kenya,15-Oct-12,15-Oct-12,MIssing,Test kit,Yes,36219.03,Direct Drop,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",672.96,15000,480000.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,6/13/12,SCMS-149180,FPQ-9856,5/24/12,HRDT,103-KE-T30,15-Oct-12,Air,HIV test,20,1.6,"Trinity Biotech, Plc",EXW,4956
46653,ASN-5056,Epivir,South Africa,24-Aug-09,24-Aug-09,10mg/ml,Oral solution,Yes,Freight Included in Commodity Cost,Direct Drop,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",4,300,2040.28,PMO - US,GSK Mississauga (Canada),Lamivudine,6.8,08-07-09,SCMS-51250,FPQ-4054,7/29/09,ARV,116-ZA-T30,24-Aug-09,Truck,Pediatric,240,0.03,S. BUYS WHOLESALER,DDP,Weight Captured Separately
11062,DN-1373,Generic,Haiti,31-Jul-09,31-Jul-09,50mg,Capsule,Yes,6811.39,From RDC,"Efavirenz 50mg, capsule, 30 Caps",4.79,1092,2446.08,PMO - US,"Aurobindo Unit III, India",Efavirenz,2.24,N/A - From RDC,SO-32760,Pre-PQ Process,Date Not Captured,ARV,106-HT-T01,31-Jul-09,Air,Pediatric,30,0.07,SCMS from RDC,N/A - From RDC,1585
86540,DN-2975,Generic,Zimbabwe,13-Dec-12,13-Dec-12,600mg,Tablet,No,See DN-2975 (ID#:82536),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",239.93,48072,171136.32,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz,3.56,N/A - From RDC,SO-43221,FPQ-10632,09-11-12,ARV,113-ZW-T30,21-Dec-12,Truck,Adult,30,0.12,SCMS from RDC,N/A - From RDC,See DN-2975 (ID#:82536)
